지점,날짜,평균기온(℃),최고기온(℃),최저기온(℃),일강수량(mm),평균풍속(m/s),평균 상대습도(%)
683,2015-04-01,12.2,12.2,12.2,0.1,1.1,99.9
683,2015-04-02,10.3,10.3,10.3,0.0,1.1,74.6
684,2015-03-31,11.2,11.2,11.2,0.0,1.2,45.6
684,2015-04-01,11.3,11.3,11.3,0.7,0.2,97.7
684,2015-04-02,5.1,5.1,5.1,0.0,1.5,79.2
685,2015-03-31,15.3,15.3,15.3,0.0,0.4,79.1
685,2015-04-01,15.6,15.6,15.6,0.5,1.4,97.4
685,2015-04-02,12.8,12.8,12.8,0.0,6.4,90.2
686,2015-03-31,8.8,8.8,8.8,0.0,0.8,98.9
686,2015-04-01,13.2,13.2,13.2,0.0,0.3,98.9
686,2015-04-02,9.0,9.0,9.0,0.0,1.5,98.9
688,2015-03-31,9.6,9.6,9.6,0.0,0.9,
688,2015-04-01,14.7,14.7,14.7,0.0,0.8,
688,2015-04-02,12.5,12.5,12.5,0.0,2.5,
690,2015-03-31,9.6,9.6,9.6,0.0,0.2,95.4
690,2015-04-01,14.1,14.1,14.1,0.0,0.8,99.9
690,2015-04-02,11.2,11.2,11.2,0.0,1.5,99.9
691,2015-03-31,5.4,5.4,5.4,0.0,0.4,91.7
691,2015-04-01,12.3,12.3,12.3,0.0,1.5,99.9
691,2015-04-02,9.9,9.9,9.9,0.0,3.1,84.3
692,2015-03-31,5.2,5.2,5.2,0.0,0.7,89.3
692,2015-04-01,10.5,10.5,10.5,0.0,0.4,89.2
692,2015-04-02,6.2,6.2,6.2,0.0,1.1,86.9
693,2015-03-31,10.2,10.2,10.2,0.0,0.5,70.8
693,2015-04-01,12.5,12.5,12.5,0.0,1.3,97.6
693,2015-04-02,10.4,10.4,10.4,0.0,0.7,79.4
694,2015-03-31,8.9,8.9,8.9,0.0,8.5,
694,2015-04-01,12.0,12.0,12.0,0.0,4.6,
694,2015-04-02,6.0,6.0,6.0,0.0,7.3,
695,2015-03-31,5.8,5.8,5.8,0.0,5.3,78.4
695,2015-04-01,8.1,8.1,8.1,0.0,2.8,98.9
695,2015-04-02,3.2,3.2,3.2,0.0,7.8,82.4
696,2015-03-31,15.9,15.9,15.9,0.0,3.0,
696,2015-04-01,15.0,15.0,15.0,0.0,2.7,
696,2015-04-02,6.0,6.0,6.0,0.0,0.5,
697,2015-03-31,14.0,14.0,14.0,0.0,1.6,94.7
697,2015-04-01,11.1,11.1,11.1,0.0,0.9,99.9
697,2015-04-02,11.5,11.5,11.5,0.0,4.1,92.2
698,2015-03-31,10.2,10.2,10.2,0.0,1.8,99.9
698,2015-04-01,15.0,15.0,15.0,0.0,0.9,99.9
698,2015-04-02,12.4,12.4,12.4,0.0,4.9,99.9
699,2015-03-31,9.6,9.6,9.6,0.0,1.7,98.2
699,2015-04-01,15.6,15.6,15.6,0.0,1.5,99.9
699,2015-04-02,12.3,12.3,12.3,0.0,2.6,96.3
700,2015-03-31,12.4,12.4,12.4,0.0,8.6,
700,2015-04-01,11.9,11.9,11.9,0.0,0.6,
700,2015-04-02,9.5,9.5,9.5,0.0,4.0,
701,2015-03-31,7.0,7.0,7.0,0.0,0.9,81.4
701,2015-04-01,11.8,11.8,11.8,0.0,0.5,97.9
701,2015-04-02,9.4,9.4,9.4,0.0,1.5,86.4
702,2015-03-31,8.9,8.9,8.9,0.0,0.3,94.5
702,2015-04-01,13.4,13.4,13.4,0.0,0.2,98.1
702,2015-04-02,11.7,11.7,11.7,0.0,2.0,93.5
703,2015-03-31,7.6,7.6,7.6,0.0,0.0,80.5
703,2015-04-01,12.7,12.7,12.7,0.0,0.0,92.6
703,2015-04-02,9.1,9.1,9.1,0.0,0.5,91.0
704,2015-03-31,9.4,9.4,9.4,0.0,2.1,98.0
704,2015-04-01,12.7,12.7,12.7,0.0,1.3,99.6
704,2015-04-02,11.1,11.1,11.1,0.0,2.1,99.7
706,2015-03-31,8.6,8.6,8.6,0.0,0.3,99.9
706,2015-04-01,14.5,14.5,14.5,0.0,0.1,99.9
706,2015-04-02,11.7,11.7,11.7,0.0,3.1,99.9
707,2015-03-31,11.6,11.6,11.6,0.0,2.1,98.5
707,2015-04-01,14.0,14.0,14.0,0.0,1.2,99.9
707,2015-04-02,12.5,12.5,12.5,0.0,4.7,97.6
708,2015-03-31,9.8,9.8,9.8,0.0,0.2,99.3
708,2015-04-01,15.2,15.2,15.2,0.0,0.3,99.3
708,2015-04-02,12.5,12.5,12.5,0.0,3.5,93.2
709,2015-03-31,9.2,9.2,9.2,0.0,0.5,90.9
709,2015-04-01,13.1,13.1,13.1,0.0,0.3,94.8
709,2015-04-02,10.7,10.7,10.7,0.0,1.2,79.3
710,2015-03-31,8.8,8.8,8.8,0.0,0.0,97.3
710,2015-04-01,15.2,15.2,15.2,0.0,,96.3
710,2015-04-02,12.2,12.2,12.2,0.0,3.5,86.1
711,2015-03-31,8.1,8.1,8.1,0.0,1.5,96.1
711,2015-04-01,14.2,14.2,14.2,0.0,1.3,96.5
711,2015-04-02,11.2,11.2,11.2,0.0,3.7,88.6
712,2015-03-31,11.4,11.4,11.4,0.0,0.3,93.7
712,2015-04-01,14.3,14.3,14.3,0.0,0.0,99.9
712,2015-04-02,10.7,10.7,10.7,0.0,2.7,82.2
713,2015-03-31,10.3,10.3,10.3,0.0,0.0,93.4
713,2015-04-01,14.1,14.1,14.1,0.0,0.0,99.2
713,2015-04-02,10.9,10.9,10.9,0.0,0.3,80.3
714,2015-03-31,10.9,10.9,10.9,0.0,0.4,
714,2015-04-01,14.2,14.2,14.2,0.0,2.3,
714,2015-04-02,12.5,12.5,12.5,0.0,2.7,
716,2015-03-31,11.1,11.1,11.1,0.0,0.9,
716,2015-04-01,13.6,13.6,13.6,0.0,0.5,
716,2015-04-02,12.2,12.2,12.2,0.0,6.2,
717,2015-03-31,8.1,8.1,8.1,0.0,0.1,
717,2015-04-01,13.6,13.6,13.6,0.0,0.1,
717,2015-04-02,11.8,11.8,11.8,0.0,7.2,
718,2015-03-31,12.9,12.9,12.9,0.0,0.5,97.9
718,2015-04-01,13.1,13.1,13.1,0.0,1.2,97.9
718,2015-04-02,11.4,11.4,11.4,0.0,7.2,96.8
719,2015-03-31,8.2,8.2,8.2,0.0,0.3,
719,2015-04-01,12.4,12.4,12.4,0.0,0.4,
719,2015-04-02,10.4,10.4,10.4,0.0,2.3,
720,2015-03-31,8.5,8.5,8.5,0.0,0.0,
720,2015-04-01,16.1,16.1,16.1,0.0,1.7,
720,2015-04-02,11.6,11.6,11.6,0.0,2.6,
721,2015-03-31,12.8,12.8,12.8,0.0,1.7,
721,2015-04-01,13.1,13.1,13.1,0.0,2.7,
721,2015-04-02,11.6,11.6,11.6,0.0,6.0,
722,2015-03-31,13.1,13.1,13.1,0.0,2.1,
722,2015-04-01,16.1,16.1,16.1,0.0,2.2,
722,2015-04-02,13.3,13.3,13.3,0.0,5.1,
723,2015-03-31,14.8,14.8,14.8,0.0,2.3,
723,2015-04-01,14.8,14.8,14.8,0.0,2.2,
723,2015-04-02,11.5,11.5,11.5,0.0,1.4,
724,2015-03-31,12.5,12.5,12.5,0.0,1.3,97.9
724,2015-04-01,14.3,14.3,14.3,0.5,5.0,97.9
724,2015-04-02,11.8,11.8,11.8,0.0,9.9,97.9
725,2015-03-31,14.0,14.0,14.0,0.0,1.9,90.5
725,2015-04-01,15.9,15.9,15.9,0.0,3.0,95.9
725,2015-04-02,13.1,13.1,13.1,0.0,6.7,87.7
726,2015-03-31,14.4,14.4,14.4,0.0,3.1,81.6
726,2015-04-01,13.6,13.6,13.6,0.0,3.1,89.9
726,2015-04-02,13.0,13.0,13.0,0.0,10.2,87.2
727,2015-03-31,13.4,13.4,13.4,0.0,0.8,71.1
727,2015-04-01,15.1,15.1,15.1,0.0,1.3,92.8
727,2015-04-02,12.3,12.3,12.3,0.0,0.3,97.1
730,2015-03-31,9.3,9.3,9.3,0.0,0.1,99.4
730,2015-04-01,14.1,14.1,14.1,0.0,0.4,99.9
730,2015-04-02,12.7,12.7,12.7,0.0,1.4,95.7
731,2015-03-31,12.5,12.5,12.5,0.0,0.8,91.8
731,2015-04-01,15.6,15.6,15.6,0.0,0.0,99.9
731,2015-04-02,12.0,12.0,12.0,0.0,7.3,91.0
732,2015-03-31,8.7,8.7,8.7,0.0,0.0,95.9
732,2015-04-01,13.8,13.8,13.8,0.0,1.0,95.9
732,2015-04-02,10.0,10.0,10.0,0.0,2.1,95.9
733,2015-03-31,8.6,8.6,8.6,0.0,0.2,
733,2015-04-01,13.0,13.0,13.0,0.0,0.7,
733,2015-04-02,9.8,9.8,9.8,0.0,1.0,
734,2015-03-31,9.0,9.0,9.0,0.0,1.3,82.7
734,2015-04-01,14.4,14.4,14.4,0.0,0.6,93.6
734,2015-04-02,11.0,11.0,11.0,0.0,1.6,89.5
735,2015-03-31,5.9,5.9,5.9,0.0,0.4,
735,2015-04-01,11.3,11.3,11.3,0.0,0.2,
735,2015-04-02,6.7,6.7,6.7,0.0,3.0,
736,2015-03-31,8.0,8.0,8.0,0.0,0.7,
736,2015-04-01,13.6,13.6,13.6,0.0,2.5,
736,2015-04-02,11.3,11.3,11.3,0.0,3.4,
737,2015-03-31,10.5,10.5,10.5,0.0,1.4,84.9
737,2015-04-01,13.0,13.0,13.0,0.0,1.7,91.7
737,2015-04-02,12.0,12.0,12.0,0.0,2.6,90.1
738,2015-03-31,9.1,9.1,9.1,0.0,1.0,
738,2015-04-01,14.2,14.2,14.2,0.0,0.5,
738,2015-04-02,12.3,12.3,12.3,0.0,0.7,
739,2015-03-31,9.1,9.1,9.1,0.0,0.7,
739,2015-04-01,14.6,14.6,14.6,0.0,0.0,
739,2015-04-02,13.6,13.6,13.6,0.0,1.4,
741,2015-03-31,10.6,10.6,10.6,0.0,1.0,96.9
741,2015-04-01,15.6,15.6,15.6,0.0,2.2,99.9
741,2015-04-02,12.0,12.0,12.0,0.0,6.6,91.1
742,2015-03-31,11.4,11.4,11.4,0.0,,
742,2015-04-01,15.3,15.3,15.3,0.0,,
742,2015-04-02,12.7,12.7,12.7,0.0,,
743,2015-03-31,12.2,12.2,12.2,0.0,2.6,93.4
743,2015-04-01,13.8,13.8,13.8,0.0,1.0,99.9
743,2015-04-02,12.0,12.0,12.0,0.0,8.6,94.3
744,2015-03-31,9.6,9.6,9.6,0.0,1.2,99.9
744,2015-04-01,14.3,14.3,14.3,0.0,2.9,99.9
744,2015-04-02,11.7,11.7,11.7,0.0,6.1,93.5
745,2015-03-31,7.6,7.6,7.6,0.0,0.1,
745,2015-04-01,14.1,14.1,14.1,0.0,0.7,
745,2015-04-02,11.3,11.3,11.3,0.0,4.5,
746,2015-03-31,11.7,11.7,11.7,0.0,0.8,97.7
746,2015-04-01,15.3,15.3,15.3,0.5,1.3,99.9
746,2015-04-02,12.3,12.3,12.3,0.0,5.7,75.5
747,2015-03-31,12.0,12.0,12.0,0.0,0.1,93.6
747,2015-04-01,15.5,15.5,15.5,0.0,1.2,99.9
747,2015-04-02,11.0,11.0,11.0,0.0,5.9,82.0
748,2015-03-31,9.0,9.0,9.0,0.0,0.7,
748,2015-04-01,14.2,14.2,14.2,0.0,1.1,
748,2015-04-02,10.8,10.8,10.8,0.0,2.4,
749,2015-03-31,10.7,10.7,10.7,0.0,0.0,
749,2015-04-01,14.1,14.1,14.1,0.0,1.4,
749,2015-04-02,11.3,11.3,11.3,0.0,1.5,
750,2015-03-31,13.3,13.3,13.3,0.0,1.7,
750,2015-04-01,13.8,13.8,13.8,0.0,2.3,
750,2015-04-02,10.5,10.5,10.5,0.0,4.8,
751,2015-03-31,14.9,14.9,14.9,0.0,3.9,79.7
751,2015-04-01,15.3,15.3,15.3,0.0,0.1,91.8
751,2015-04-02,11.3,11.3,11.3,0.0,4.3,91.6
752,2015-03-31,14.3,14.3,14.3,0.0,4.6,89.8
752,2015-04-01,14.2,14.2,14.2,0.0,2.2,99.0
752,2015-04-02,12.5,12.5,12.5,0.0,3.7,98.3
753,2015-03-31,12.2,12.2,12.2,0.0,0.5,55.1
753,2015-04-01,15.2,15.2,15.2,0.0,3.6,94.5
753,2015-04-02,10.8,10.8,10.8,0.0,0.0,96.7
754,2015-03-31,8.9,8.9,8.9,0.0,1.0,91.1
754,2015-04-01,15.9,15.9,15.9,0.0,0.7,91.2
754,2015-04-02,13.0,13.0,13.0,0.0,3.7,80.3
755,2015-03-31,6.8,6.8,6.8,0.0,0.2,98.5
755,2015-04-01,13.6,13.6,13.6,0.0,0.0,99.4
755,2015-04-02,11.8,11.8,11.8,0.0,2.5,83.8
756,2015-03-31,11.0,11.0,11.0,0.0,1.8,85.0
756,2015-04-01,12.8,12.8,12.8,0.0,0.6,95.1
756,2015-04-02,12.3,12.3,12.3,0.0,2.1,93.5
757,2015-03-31,5.4,5.4,5.4,0.0,0.7,
757,2015-04-01,11.7,11.7,11.7,0.0,0.3,
757,2015-04-02,7.8,7.8,7.8,0.0,0.3,
758,2015-03-31,5.9,5.9,5.9,0.0,,
758,2015-04-01,12.2,12.2,12.2,0.0,,
758,2015-04-02,8.6,8.6,8.6,0.0,,
759,2015-03-31,7.9,7.9,7.9,0.0,0.7,91.6
759,2015-04-01,10.7,10.7,10.7,0.0,0.9,98.9
759,2015-04-02,7.2,7.2,7.2,0.0,1.2,96.8
760,2015-03-31,5.7,5.7,5.7,0.0,0.4,
760,2015-04-01,13.2,13.2,13.2,0.0,0.5,
760,2015-04-02,10.6,10.6,10.6,0.0,2.3,
761,2015-03-31,8.9,8.9,8.9,0.0,0.2,
761,2015-04-01,14.3,14.3,14.3,0.0,0.2,
761,2015-04-02,12.7,12.7,12.7,0.0,5.2,
762,2015-03-31,9.0,9.0,9.0,0.0,0.5,
762,2015-04-01,14.4,14.4,14.4,0.0,1.5,
762,2015-04-02,10.5,10.5,10.5,0.0,5.2,
763,2015-03-31,9.2,9.2,9.2,0.0,0.3,
763,2015-04-01,12.5,12.5,12.5,0.0,0.0,
763,2015-04-02,10.9,10.9,10.9,0.0,0.9,99.9
764,2015-03-31,5.4,5.4,5.4,0.0,,
764,2015-04-01,13.0,13.0,13.0,0.0,,
764,2015-04-02,10.0,10.0,10.0,0.0,,
765,2015-03-31,6.2,6.2,6.2,0.0,0.2,
765,2015-04-01,14.0,14.0,14.0,0.0,0.1,
765,2015-04-02,10.7,10.7,10.7,0.0,2.9,
766,2015-03-31,12.9,12.9,12.9,0.0,1.4,
766,2015-04-01,14.1,14.1,14.1,0.0,1.7,
766,2015-04-02,10.1,10.1,10.1,0.0,6.8,
767,2015-03-31,10.1,10.1,10.1,0.0,0.2,
767,2015-04-01,14.0,14.0,14.0,0.0,0.6,
767,2015-04-02,11.5,11.5,11.5,0.0,4.2,
768,2015-03-31,10.2,10.2,10.2,0.0,0.1,79.9
768,2015-04-01,14.3,14.3,14.3,0.0,0.9,85.8
768,2015-04-02,11.5,11.5,11.5,0.0,0.7,85.8
769,2015-03-31,10.5,10.5,10.5,0.0,0.5,93.6
769,2015-04-01,14.7,14.7,14.7,0.0,1.0,98.3
769,2015-04-02,13.0,13.0,13.0,0.0,1.8,93.7
770,2015-03-31,7.2,7.2,7.2,0.0,0.5,
770,2015-04-01,14.5,14.5,14.5,0.0,0.2,
770,2015-04-02,10.9,10.9,10.9,0.0,4.5,
771,2015-03-31,10.2,10.2,10.2,0.0,,98.2
771,2015-04-01,14.1,14.1,14.1,0.0,,99.8
771,2015-04-02,12.2,12.2,12.2,0.0,,89.0
772,2015-03-31,10.1,10.1,10.1,0.0,1.8,
772,2015-04-01,13.6,13.6,13.6,0.0,1.1,
772,2015-04-02,12.2,12.2,12.2,0.0,7.6,
773,2015-03-31,11.1,11.1,11.1,0.0,4.2,
773,2015-04-01,14.7,14.7,14.7,0.0,1.7,
773,2015-04-02,11.5,11.5,11.5,0.0,8.1,
774,2015-03-31,10.5,10.5,10.5,0.0,1.0,
774,2015-04-01,15.7,15.7,15.7,0.0,0.4,
774,2015-04-02,13.0,13.0,13.0,0.0,2.6,
775,2015-03-31,10.0,10.0,10.0,0.0,0.2,
775,2015-04-01,15.0,15.0,15.0,0.0,0.3,
775,2015-04-02,12.3,12.3,12.3,0.0,4.2,
776,2015-03-31,9.1,9.1,9.1,0.0,1.3,
776,2015-04-01,15.6,15.6,15.6,0.0,0.4,
776,2015-04-02,12.6,12.6,12.6,0.0,5.4,
777,2015-03-31,10.5,10.5,10.5,0.0,0.4,
777,2015-04-01,13.9,13.9,13.9,0.0,0.6,
777,2015-04-02,11.6,11.6,11.6,0.0,2.2,
778,2015-03-31,6.5,6.5,6.5,0.0,0.2,
778,2015-04-01,14.7,14.7,14.7,0.0,0.2,
778,2015-04-02,11.5,11.5,11.5,0.0,3.4,
779,2015-03-31,16.4,16.4,16.4,0.0,2.8,75.3
779,2015-04-01,16.1,16.1,16.1,0.0,3.5,96.5
779,2015-04-02,14.6,14.6,14.6,0.0,0.2,92.8
780,2015-03-31,15.9,15.9,15.9,0.0,2.3,82.1
780,2015-04-01,15.6,15.6,15.6,0.0,3.1,97.9
780,2015-04-02,13.3,13.3,13.3,0.0,3.4,94.9
781,2015-03-31,13.6,13.6,13.6,0.0,1.2,89.2
781,2015-04-01,15.5,15.5,15.5,0.0,1.6,98.0
781,2015-04-02,12.7,12.7,12.7,0.0,7.2,86.8
782,2015-03-31,10.5,10.5,10.5,0.0,1.0,90.0
782,2015-04-01,14.4,14.4,14.4,0.0,0.1,93.1
782,2015-04-02,8.6,8.6,8.6,0.5,4.1,99.0
783,2015-03-31,8.5,8.5,8.5,0.0,0.2,
783,2015-04-01,15.1,15.1,15.1,0.0,0.8,
783,2015-04-02,12.5,12.5,12.5,0.0,1.5,
784,2015-03-31,9.9,9.9,9.9,0.0,1.1,
784,2015-04-01,15.7,15.7,15.7,0.0,1.1,
784,2015-04-02,12.4,12.4,12.4,0.0,6.2,
785,2015-03-31,9.5,9.5,9.5,0.0,0.0,
785,2015-04-01,14.5,14.5,14.5,0.0,0.0,
785,2015-04-02,11.7,11.7,11.7,0.5,1.6,
786,2015-03-31,13.4,13.4,13.4,0.0,0.9,
786,2015-04-01,13.0,13.0,13.0,0.0,1.0,
786,2015-04-02,11.4,11.4,11.4,0.0,4.2,
787,2015-03-31,12.8,12.8,12.8,0.0,0.0,
787,2015-04-01,14.3,14.3,14.3,0.0,1.8,
787,2015-04-02,10.2,10.2,10.2,0.0,9.4,
788,2015-03-31,12.4,12.4,12.4,0.0,0.0,
788,2015-04-01,16.1,16.1,16.1,0.0,0.0,
788,2015-04-02,13.0,13.0,13.0,0.0,1.4,
789,2015-03-31,11.0,11.0,11.0,0.0,0.7,
789,2015-04-01,14.3,14.3,14.3,0.0,0.6,
789,2015-04-02,12.5,12.5,12.5,0.0,4.7,
790,2015-03-31,13.3,13.3,13.3,0.0,0.2,99.0
790,2015-04-01,14.4,14.4,14.4,0.0,1.8,99.0
790,2015-04-02,10.8,10.8,10.8,0.0,4.8,92.8
791,2015-03-31,10.2,10.2,10.2,0.0,0.8,90.2
791,2015-04-01,12.6,12.6,12.6,0.0,0.0,99.9
791,2015-04-02,8.0,8.0,8.0,0.0,0.0,99.9
792,2015-03-31,14.7,14.7,14.7,0.0,2.4,
792,2015-04-01,15.6,15.6,15.6,0.0,3.8,
792,2015-04-02,12.8,12.8,12.8,0.0,4.3,
793,2015-03-31,15.4,15.4,15.4,0.0,3.0,82.0
793,2015-04-01,14.3,14.3,14.3,0.0,1.4,99.9
793,2015-04-02,13.3,13.3,13.3,0.0,9.2,91.7
794,2015-03-31,8.7,8.7,8.7,0.0,0.8,
794,2015-04-01,13.2,13.2,13.2,0.0,0.3,
794,2015-04-02,10.9,10.9,10.9,0.0,0.4,
795,2015-03-31,10.4,10.4,10.4,0.0,1.0,
795,2015-04-01,14.8,14.8,14.8,0.0,0.4,
795,2015-04-02,12.2,12.2,12.2,0.0,3.7,
796,2015-03-31,13.5,13.5,13.5,0.0,1.0,
796,2015-04-01,15.3,15.3,15.3,0.0,0.3,
796,2015-04-02,10.9,10.9,10.9,0.0,7.2,
797,2015-03-31,11.3,11.3,11.3,0.0,0.1,
797,2015-04-01,12.1,12.1,12.1,0.0,0.0,
797,2015-04-02,9.9,9.9,9.9,0.0,11.7,
798,2015-03-31,11.0,11.0,11.0,0.0,5.5,91.3
798,2015-04-01,12.3,12.3,12.3,0.0,0.5,99.9
798,2015-04-02,10.1,10.1,10.1,0.0,13.9,91.3
799,2015-03-31,11.7,11.7,11.7,0.0,2.6,
799,2015-04-01,13.6,13.6,13.6,0.0,0.1,
799,2015-04-02,11.5,11.5,11.5,0.0,5.0,
800,2015-03-31,11.6,11.6,11.6,0.0,1.0,
800,2015-04-01,14.0,14.0,14.0,0.0,0.5,
800,2015-04-02,7.9,7.9,7.9,0.0,1.1,
801,2015-03-31,8.7,8.7,8.7,0.0,0.0,80.6
801,2015-04-01,12.2,12.2,12.2,0.0,,99.9
801,2015-04-02,7.0,7.0,7.0,0.0,0.0,80.6
802,2015-03-31,7.2,7.2,7.2,0.0,0.4,
802,2015-04-01,15.6,15.6,15.6,0.0,3.1,
802,2015-04-02,6.5,6.5,6.5,0.0,0.3,
803,2015-03-31,9.9,9.9,9.9,0.0,0.5,
803,2015-04-01,11.8,11.8,11.8,0.0,0.3,
803,2015-04-02,7.5,7.5,7.5,0.0,1.9,
804,2015-03-31,14.5,14.5,14.5,0.0,3.3,65.7
804,2015-04-01,14.7,14.7,14.7,0.0,1.6,90.5
804,2015-04-02,8.3,8.3,8.3,0.0,2.8,80.2
805,2015-03-31,9.1,9.1,9.1,0.0,1.7,
805,2015-04-01,13.2,13.2,13.2,0.0,1.0,
805,2015-04-02,7.1,7.1,7.1,0.0,0.5,
806,2015-03-31,10.3,10.3,10.3,0.0,1.0,
806,2015-04-01,12.6,12.6,12.6,0.0,0.9,
806,2015-04-02,8.8,8.8,8.8,0.0,1.0,
807,2015-03-31,8.2,8.2,8.2,0.0,0.5,90.0
807,2015-04-01,12.9,12.9,12.9,0.0,0.2,96.5
807,2015-04-02,8.3,8.3,8.3,0.0,0.3,95.3
808,2015-03-31,15.8,15.8,15.8,0.0,7.0,56.5
808,2015-04-01,15.3,15.3,15.3,0.0,0.9,87.5
808,2015-04-02,10.3,10.3,10.3,0.0,3.9,76.4
809,2015-03-31,9.6,9.6,9.6,0.0,1.7,86.8
809,2015-04-01,11.9,11.9,11.9,0.0,0.1,96.9
809,2015-04-02,7.6,7.6,7.6,0.0,1.7,96.9
810,2015-03-31,11.3,11.3,11.3,0.0,0.9,73.8
810,2015-04-01,13.6,13.6,13.6,0.0,0.1,92.3
810,2015-04-02,9.3,9.3,9.3,0.0,2.1,73.0
811,2015-03-31,10.0,10.0,10.0,0.0,1.4,82.2
811,2015-04-01,14.2,14.2,14.2,0.0,0.4,95.2
811,2015-04-02,8.2,8.2,8.2,0.0,2.3,85.3
812,2015-03-31,13.1,13.1,13.1,0.0,0.9,84.9
812,2015-04-01,13.4,13.4,13.4,0.0,0.1,97.9
812,2015-04-02,9.3,9.3,9.3,0.0,0.0,85.4
813,2015-03-31,9.6,9.6,9.6,0.0,1.2,82.4
813,2015-04-01,13.6,13.6,13.6,0.0,1.0,94.6
813,2015-04-02,9.3,9.3,9.3,0.0,1.6,79.8
814,2015-03-31,13.8,13.8,13.8,0.0,4.1,35.5
814,2015-04-01,10.4,10.4,10.4,0.0,0.0,95.1
814,2015-04-02,5.6,5.6,5.6,0.0,0.1,79.2
815,2015-03-31,9.7,9.7,9.7,0.0,0.2,70.4
815,2015-04-01,11.3,11.3,11.3,0.0,0.9,99.2
815,2015-04-02,7.5,7.5,7.5,0.0,0.3,91.4
816,2015-03-31,14.5,14.5,14.5,0.0,2.0,67.8
816,2015-04-01,13.8,13.8,13.8,0.0,0.5,97.9
816,2015-04-02,9.7,9.7,9.7,0.0,2.6,86.4
817,2015-03-31,8.7,8.7,8.7,0.0,2.9,75.2
817,2015-04-01,12.1,12.1,12.1,0.0,1.7,99.1
817,2015-04-02,4.6,4.6,4.6,0.0,1.1,90.5
818,2015-03-31,12.0,12.0,12.0,0.0,2.7,
818,2015-04-01,11.2,11.2,11.2,0.0,0.1,
818,2015-04-02,7.4,7.4,7.4,0.0,2.1,
819,2015-03-31,7.8,7.8,7.8,0.0,0.9,
819,2015-04-01,11.5,11.5,11.5,0.0,0.1,
819,2015-04-02,6.7,6.7,6.7,0.0,1.1,
820,2015-03-31,11.6,11.6,11.6,0.0,0.8,
820,2015-04-01,12.3,12.3,12.3,0.0,0.8,
820,2015-04-02,8.8,8.8,8.8,0.0,2.0,
821,2015-03-31,9.3,9.3,9.3,0.0,0.2,80.7
821,2015-04-01,11.8,11.8,11.8,0.0,0.3,99.0
821,2015-04-02,8.4,8.4,8.4,0.0,1.5,90.5
822,2015-03-31,,,,0.0,,
822,2015-04-01,13.0,13.0,13.0,0.0,0.0,84.7
822,2015-04-02,8.3,8.3,8.3,0.0,0.3,93.7
823,2015-03-31,9.4,9.4,9.4,0.0,0.7,82.1
823,2015-04-01,11.8,11.8,11.8,0.0,0.1,95.4
823,2015-04-02,7.9,7.9,7.9,0.0,1.6,80.0
824,2015-03-31,11.9,11.9,11.9,0.0,,
824,2015-04-01,12.7,12.7,12.7,0.0,,
824,2015-04-02,8.0,8.0,8.0,0.0,,
825,2015-03-31,11.2,11.2,11.2,0.0,0.7,74.1
825,2015-04-01,13.9,13.9,13.9,0.0,0.0,88.2
825,2015-04-02,9.1,9.1,9.1,0.0,0.3,84.0
826,2015-03-31,9.9,9.9,9.9,0.0,1.0,
826,2015-04-01,14.0,14.0,14.0,0.0,1.1,
826,2015-04-02,9.4,9.4,9.4,0.0,1.8,
827,2015-03-31,14.9,14.9,14.9,0.0,1.9,61.9
827,2015-04-01,15.4,15.4,15.4,0.0,0.3,80.8
827,2015-04-02,9.2,9.2,9.2,0.0,2.3,73.6
828,2015-03-31,13.3,13.3,13.3,0.0,2.0,
828,2015-04-01,14.1,14.1,14.1,0.0,1.7,
828,2015-04-02,9.2,9.2,9.2,0.0,1.0,
829,2015-03-31,9.8,9.8,9.8,0.0,1.7,
829,2015-04-01,14.6,14.6,14.6,0.0,1.4,
829,2015-04-02,8.9,8.9,8.9,0.0,3.2,
830,2015-03-31,10.0,10.0,10.0,0.0,0.9,
830,2015-04-01,16.2,16.2,16.2,0.0,1.7,
830,2015-04-02,8.8,8.8,8.8,0.0,1.8,
831,2015-03-31,11.0,11.0,11.0,0.0,1.8,41.0
831,2015-04-01,9.3,9.3,9.3,0.0,0.1,96.0
831,2015-04-02,2.5,2.5,2.5,0.0,0.4,87.7
832,2015-03-31,10.0,10.0,10.0,0.0,0.3,79.5
832,2015-04-01,12.3,12.3,12.3,0.0,0.0,98.7
832,2015-04-02,9.0,9.0,9.0,0.0,1.0,84.7
833,2015-03-31,10.4,10.4,10.4,0.0,1.8,
833,2015-04-01,11.6,11.6,11.6,0.0,0.0,
833,2015-04-02,7.6,7.6,7.6,0.0,1.2,
834,2015-03-31,9.5,9.5,9.5,0.0,0.6,71.3
834,2015-04-01,11.0,11.0,11.0,0.0,0.0,99.0
834,2015-04-02,6.5,6.5,6.5,0.0,2.3,94.2
835,2015-03-31,9.8,9.8,9.8,0.0,0.5,
835,2015-04-01,10.9,10.9,10.9,0.0,0.1,
835,2015-04-02,5.2,5.2,5.2,0.0,1.7,
836,2015-03-31,6.6,6.6,6.6,0.0,0.2,91.9
836,2015-04-01,11.6,11.6,11.6,0.0,0.9,99.0
836,2015-04-02,5.8,5.8,5.8,0.0,1.1,90.8
837,2015-03-31,8.3,8.3,8.3,0.0,0.5,
837,2015-04-01,11.0,11.0,11.0,0.0,0.0,
837,2015-04-02,7.1,7.1,7.1,0.0,0.8,
